Date-ref	Time-ref	node-alm	REPT	Type	Date	Node	Group	Hour	week	
25-01-28	12:10:50	bc_srvr32	CMPRS.1	softwareError	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:10:50	bc_srvr33	CMPRS.1	softwareError	01/28/25	D1-23	SEARCH	12	5	
25-01-28	12:10:50	bc_srvr34	CMPRS.1	softwareError	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:10:51	bc_lsrvr11	CMPRS.1	softwareError	01/28/25	LION-1	INTERCEPT	12	5	
25-01-28	12:10:54	bc_srvr14	CMPRS.1	softwareError	01/28/25	D1-1	ADMIN	12	5	
25-01-28	12:11:50	FMS0	port	off	01/28/25	FMS0	ADMIN	12	5	
25-01-28	12:14:05	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:16:03	bc_srvr17	nasPlatformUtility.0		01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:16:03	bc_srvr17	nasPlatformUtility.0		01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:18:04	bc_srvr32	CCA_ALARM.27	softwareError	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:18:52	bc_srvr18	CCA_ALARM.27	softwareError	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:19:19	bc_srvr17	nasPlatformUtility.0		01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:19:19	bc_srvr17	nasPlatformUtility.0		01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:31:59	bc_srvr34	CCA_ALARM.13	softwareError	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:31:59	bc_srvr34	CCA_ALARM.3	softwareError	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:40:21	bc_srvr24	XCOM.3	Informational	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:40:21	bc_srvr24	XCOM.4	Informational	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:40:21	bc_srvr32	XCOM.3	Informational	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:40:21	bc_srvr32	XCOM.4	Informational	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:41:02	bc_srvr24	XCOM.1	Informational	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:41:02	bc_srvr24	XCOM.2	Informational	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:41:02	bc_srvr32	XCOM.1	Informational	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:41:02	bc_srvr32	XCOM.2	Informational	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:41:08	FMS0	port	off	01/28/25	FMS0	ADMIN	12	5	
25-01-28	12:48:13	bc_srvr24	CCA_ALARM.6	softwareError	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:49:03	bc_srvr18	XCOM.3	Informational	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:49:03	bc_srvr18	XCOM.4	Informational	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:49:03	bc_srvr34	XCOM.3	Informational	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:49:03	bc_srvr34	XCOM.4	Informational	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:49:22	bc_srvr24	CCA_ALARM.27	softwareError	01/28/25	D1-11	SEARCH	12	5	
25-01-28	12:49:48	bc_srvr18	XCOM.1	Informational	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:49:48	bc_srvr18	XCOM.2	Informational	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:49:48	bc_srvr34	XCOM.1	Informational	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:49:48	bc_srvr34	XCOM.2	Informational	01/28/25	D1-24	SEARCH	12	5	
25-01-28	12:50:01	bc_srvr18	CCA_ALARM.64	softwareError	01/28/25	D1-5	SEARCH	12	5	
25-01-28	12:53:18	bc_srvr32	CCA_ALARM.15	softwareError	01/28/25	D1-22	SEARCH	12	5	
25-01-28	12:55:26	bc_srvr17	CCA_ALARM.13	softwareError	01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:56:23	bc_srvr17	CCA_ALARM.34	softwareError	01/28/25	D1-4	SEARCH	12	5	
25-01-28	12:59:57	bc_srvr17	CCA_ALARM.64	softwareError	01/28/25	D1-4	SEARCH	12	5	
25-01-28	13:00:23	bc_srvr33	CCA_ALARM.62	softwareError	01/28/25	D1-23	SEARCH	13	5	
25-01-28	13:11:53	FMS0	port	off	01/28/25	FMS0	ADMIN	13	5	
25-01-28	13:19:43	bc_srvr32	CCA_ALARM.6	softwareError	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:29:42	FMS0	port	on	01/28/25	FMS0	ADMIN	13	5	
25-01-28	13:34:19	bc_srvr32	XCOM.3	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:34:19	bc_srvr32	XCOM.4	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:34:26	bc_srvr32	XCOM.1	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:34:26	bc_srvr32	XCOM.2	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:41:13	FMS0	port	off	01/28/25	FMS0	ADMIN	13	5	
25-01-28	13:41:50	bc_srvr24	CCA_ALARM.62	softwareError	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:41:56	bc_srvr24	CCA_ALARM.62	softwareError	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:42:07	bc_srvr24	CCA_ALARM.62	softwareError	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:42:12	bc_srvr24	XCOM.3	Informational	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:42:12	bc_srvr24	XCOM.4	Informational	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:42:12	bc_srvr32	XCOM.3	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:42:12	bc_srvr32	XCOM.4	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:43:02	bc_srvr24	XCOM.1	Informational	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:43:02	bc_srvr24	XCOM.2	Informational	01/28/25	D1-11	SEARCH	13	5	
25-01-28	13:43:02	bc_srvr32	XCOM.1	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:43:02	bc_srvr32	XCOM.2	Informational	01/28/25	D1-22	SEARCH	13	5	
25-01-28	13:56:53	bc_srvr33	CCA_ALARM.34	softwareError	01/28/25	D1-23	SEARCH	13	5	
25-01-28	14:00:42	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	14	5	
25-01-28	14:02:17	bc_srvr23	nasPlatformUtility.0	UNDETERMINED	01/28/25	D1-10	ADMIN	14	5	
25-01-28	14:02:19	bc_srvr33	CCA_ALARM.34	softwareError	01/28/25	D1-23	SEARCH	14	5	
25-01-28	14:16:21	bc_srvr17	CCA_ALARM.34	softwareError	01/28/25	D1-4	SEARCH	14	5	
25-01-28	14:21:17	bc_srvr30	CCA_ALARM.34	softwareError	01/28/25	D1-20	SEARCH	14	5	
25-01-28	14:27:28	bc_srvr18	CCA_ALARM.3	softwareError	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:27:28	bc_srvr18	CCA_ALARM.68	softwareError	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:30:12	FMS0	port	off	01/28/25	FMS0	ADMIN	14	5	
25-01-28	14:30:48	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	14	5	
25-01-28	14:31:49	bc_srvr30	CCA_ALARM.34	softwareError	01/28/25	D1-20	SEARCH	14	5	
25-01-28	14:32:59	bc_srvr24	CCA_ALARM.34	softwareError	01/28/25	D1-11	SEARCH	14	5	
25-01-28	14:35:48	FMS0	port	on	01/28/25	FMS0	ADMIN	14	5	
25-01-28	14:35:53	bc_srvr18	XCOM.3	Informational	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:35:53	bc_srvr18	XCOM.4	Informational	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:35:53	bc_srvr31	XCOM.3	Informational	01/28/25	D1-21	SEARCH	14	5	
25-01-28	14:35:53	bc_srvr31	XCOM.4	Informational	01/28/25	D1-21	SEARCH	14	5	
25-01-28	14:35:55	bc_srvr20	1.3.6.1.4.1.35.123.3.3.3.1.0		01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:36:39	bc_srvr18	XCOM.1	Informational	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:36:39	bc_srvr18	XCOM.2	Informational	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:36:39	bc_srvr31	XCOM.1	Informational	01/28/25	D1-21	SEARCH	14	5	
25-01-28	14:36:39	bc_srvr31	XCOM.2	Informational	01/28/25	D1-21	SEARCH	14	5	
25-01-28	14:37:13	bc_srvr18	CCA_ALARM.64	softwareError	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:38:59	bc_srvr20	CCA_ALARM.6	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:38:59	bc_srvr20	CCA_ALARM.6	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:40:03	bc_srvr16	CMPDL.7	softwareError	01/28/25	D1-3	ADMIN	14	5	
25-01-28	14:40:05	bc_srvr16	CMPDL.-1	1.2.840.113533.6.0.0.2	01/28/25	D1-3	ADMIN	14	5	
25-01-28	14:41:17	FMS0	port	off	01/28/25	FMS0	ADMIN	14	5	
25-01-28	14:42:16	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:16	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:17	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:17	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:19	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:20	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:20	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:21	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:42:21	bc_srvr20	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:43:24	bc_srvr20	CCA_ALARM.28	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:45:00	bc_srvr20	CCA_ALARM.6	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:45:25	bc_srvr18	CCA_ALARM.52	softwareError	01/28/25	D1-5	SEARCH	14	5	
25-01-28	14:45:25	bc_srvr20	CCA_ALARM.2	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:45:25	bc_srvr20	STEX.18	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	CMP.111	softwareError	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	CMP.196	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:31	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:32	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:33	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:34	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:35	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:35	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:35	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:35	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:36	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:37	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:37	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:37	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:37	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:38	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:39	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:39	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:39	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:39	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:40	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:45	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:51	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:53	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:53	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:54	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:55	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:47:57	bc_srvr20	XCOM.2	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:48:13	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:48:13	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:48:14	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:48:15	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:48:17	bc_srvr20	XCOM.1	Informational	01/28/25	D1-7	SEARCH	14	5	
25-01-28	14:52:25	bc_srvr32	CCA_ALARM.34	softwareError	01/28/25	D1-22	SEARCH	14	5	
25-01-28	15:11:33	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	15	5	
25-01-28	15:14:48	bc_srvr32	CCA_ALARM.15	softwareError	01/28/25	D1-22	SEARCH	15	5	
25-01-28	15:22:42	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	15	5	
25-01-28	15:30:17	bc_srvr18	CCA_ALARM.3	softwareError	01/28/25	D1-5	SEARCH	15	5	
25-01-28	15:30:17	bc_srvr18	CCA_ALARM.3	softwareError	01/28/25	D1-5	SEARCH	15	5	
25-01-28	15:30:31	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	15	5	
25-01-28	15:39:01	bc_srvr17	XCOM.3	Informational	01/28/25	D1-4	SEARCH	15	5	
25-01-28	15:39:01	bc_srvr17	XCOM.4	Informational	01/28/25	D1-4	SEARCH	15	5	
25-01-28	15:39:01	bc_srvr34	XCOM.3	Informational	01/28/25	D1-24	SEARCH	15	5	
25-01-28	15:39:01	bc_srvr34	XCOM.4	Informational	01/28/25	D1-24	SEARCH	15	5	
25-01-28	15:39:44	bc_srvr17	XCOM.1	Informational	01/28/25	D1-4	SEARCH	15	5	
25-01-28	15:39:44	bc_srvr17	XCOM.2	Informational	01/28/25	D1-4	SEARCH	15	5	
25-01-28	15:39:44	bc_srvr34	XCOM.1	Informational	01/28/25	D1-24	SEARCH	15	5	
25-01-28	15:39:44	bc_srvr34	XCOM.2	Informational	01/28/25	D1-24	SEARCH	15	5	
25-01-28	15:41:21	FMS0	port	off	01/28/25	FMS0	ADMIN	15	5	
25-01-28	15:45:47	bc_srvr24	CCA_ALARM.64	softwareError	01/28/25	D1-11	SEARCH	15	5	
25-01-28	15:50:27	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	15	5	
25-01-28	15:58:55	bc_srvr30	CCA_ALARM.34	softwareError	01/28/25	D1-20	SEARCH	15	5	
25-01-28	16:01:54	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	16	5	
25-01-28	16:03:23	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	16	5	
25-01-28	16:08:16	bc_srvr24	XCOM.2	Informational	01/28/25	D1-11	SEARCH	16	5	
25-01-28	16:08:16	bc_srvr24	XCOM.3	Informational	01/28/25	D1-11	SEARCH	16	5	
25-01-28	16:08:16	bc_srvr24	XCOM.4	Informational	01/28/25	D1-11	SEARCH	16	5	
25-01-28	16:08:26	bc_srvr24	XCOM.1	Informational	01/28/25	D1-11	SEARCH	16	5	
25-01-28	16:13:40	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	16	5	
25-01-28	16:41:25	FMS0	port	off	01/28/25	FMS0	ADMIN	16	5	
25-01-28	16:41:26	bc_srvr32	CCA_ALARM.27	softwareError	01/28/25	D1-22	SEARCH	16	5	
25-01-28	16:42:38	bc_srvr18	XCOM.3	Informational	01/28/25	D1-5	SEARCH	16	5	
25-01-28	16:42:38	bc_srvr18	XCOM.4	Informational	01/28/25	D1-5	SEARCH	16	5	
25-01-28	16:42:38	bc_srvr34	XCOM.3	Informational	01/28/25	D1-24	SEARCH	16	5	
25-01-28	16:42:38	bc_srvr34	XCOM.4	Informational	01/28/25	D1-24	SEARCH	16	5	
25-01-28	16:43:23	bc_srvr18	XCOM.1	Informational	01/28/25	D1-5	SEARCH	16	5	
25-01-28	16:43:23	bc_srvr18	XCOM.2	Informational	01/28/25	D1-5	SEARCH	16	5	
25-01-28	16:43:23	bc_srvr34	XCOM.1	Informational	01/28/25	D1-24	SEARCH	16	5	
25-01-28	16:43:23	bc_srvr34	XCOM.2	Informational	01/28/25	D1-24	SEARCH	16	5	
25-01-28	16:43:38	bc_srvr18	CCA_ALARM.64	softwareError	01/28/25	D1-5	SEARCH	16	5	
25-01-28	17:09:38	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	17	5	
25-01-28	17:12:57	bc_srvr32	CCA_ALARM.27	softwareError	01/28/25	D1-22	SEARCH	17	5	
25-01-28	17:12:59	bc_srvr32	CCA_ALARM.34	softwareError	01/28/25	D1-22	SEARCH	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:03	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:04	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:15:04	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:16:17	bc_srvr16	SRS_FTP_PULLER.1	softwareError	01/28/25	D1-3	ADMIN	17	5	
25-01-28	17:41:22	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	17	5	
25-01-28	17:41:30	FMS0	port	off	01/28/25	FMS0	ADMIN	17	5	
25-01-28	17:56:23	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	17	5	
25-01-28	18:41:34	FMS0	port	off	01/28/25	FMS0	ADMIN	18	5	
25-01-28	18:44:28	bc_srvr32	CCA_ALARM.27	softwareError	01/28/25	D1-22	SEARCH	18	5	
25-01-28	19:03:54	bc_srvr32	CCA_ALARM.27	softwareError	01/28/25	D1-22	SEARCH	19	5	
25-01-28	19:13:23	bc_srvr33	CCA_ALARM.34	softwareError	01/28/25	D1-23	SEARCH	19	5	
25-01-28	19:13:50	bc_srvr17	CCA_ALARM.27	softwareError	01/28/25	D1-4	SEARCH	19	5	
25-01-28	19:19:24	bc_srvr34	CCA_ALARM.6	softwareError	01/28/25	D1-24	SEARCH	19	5	
25-01-28	19:41:38	FMS0	port	off	01/28/25	FMS0	ADMIN	19	5	
25-01-28	19:46:46	bc_srvr20	CCA_ALARM.27	softwareError	01/28/25	D1-7	SEARCH	19	5	
25-01-28	19:47:40	bc_srvr14	nasPlatformUtility.0	SCSI	01/28/25	D1-1	ADMIN	19	5	
25-01-28	19:47:40	bc_srvr14	nasPlatformUtility.0	SCSI	01/28/25	D1-1	ADMIN	19	5	
25-01-28	19:47:40	bc_srvr14	nasPlatformUtility.0	SOFTWARE	01/28/25	D1-1	ADMIN	19	5	
25-01-28	19:48:25	bc_srvr30	CCA_ALARM.34	softwareError	01/28/25	D1-20	SEARCH	19	5	
25-01-28	19:54:14	bc_srvr31	XCOM.3	Informational	01/28/25	D1-21	SEARCH	19	5	
25-01-28	19:54:14	bc_srvr31	XCOM.4	Informational	01/28/25	D1-21	SEARCH	19	5	
25-01-28	19:54:14	bc_srvr17	XCOM.3	Informational	01/28/25	D1-4	SEARCH	19	5	
